Platform,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Decade,Franchise,Critic_Count_Log,User_Count_Log
3DS,2011,Sports,Konami Digital Entertainment,0.38,73.0,43,6.7,18,Konami,E,2010s,Other,3.784189633918261,2.9444389791664403
PS3,2013,Misc,Ubisoft,0.38,77.0,6,7.1,25,Ubisoft,E10+,2010s,Other,1.9459101490553132,3.258096538021482
WiiU,2014,Sports,Nintendo,0.38,68.0,21,7.0,106,Nintendo,E10+,2010s,Wii Sports,3.091042453358316,4.672828834461906
GC,2004,Action,Electronic Arts,0.38,67.0,22,7.3,8,EA Games,E,2000s,Other,3.1354942159291497,2.1972245773362196
WiiU,2012,Action,Activision,0.37,80.0,8,6.9,22,Vicarious Visions,E10+,2010s,Other,2.1972245773362196,3.1354942159291497
PS3,2013,Racing,Codemasters,0.37,82.0,20,6.6,173,Codemasters,E,2010s,Other,3.044522437723423,5.159055299214529
PS2,2006,Fighting,Atari,0.37,72.0,31,5.8,21,Crafts & Meister,T,2000s,Other,3.4657359027997265,3.091042453358316
PS3,2008,Misc,Disney Interactive Studios,0.37,54.0,11,3.5,6,Zoe Mode,E,2000s,Other,2.4849066497880004,1.9459101490553132
GC,2005,Action,Activision,0.37,76.0,36,7.2,21,Treyarch,T,2000s,Other,3.6109179126442243,3.091042453358316
XB,2002,Sports,Microsoft Game Studios,0.37,76.0,26,7.5,27,High Voltage Software,E,2000s,Other,3.295836866004329,3.332204510175204
X360,2006,Sports,Spike,0.37,66.0,22,3.9,37,Kush Games,E,2000s,Other,3.1354942159291497,3.6375861597263857
PSP,2011,Action,LucasArts,0.37,63.0,4,7.5,27,Traveller's Tales,E10+,2010s,Other,1.6094379124341003,3.332204510175204
PS3,2006,Sports,Take-Two Interactive,0.37,80.0,20,7.4,8,Visual Concepts,E,2000s,Other,3.044522437723423,2.1972245773362196
WiiU,2012,Misc,Ubisoft,0.37,66.0,14,7.8,37,Ubisoft Paris,E10+,2010s,Other,2.70805020110221,3.6375861597263857
GC,2002,Platform,THQ,0.37,39.0,7,4.7,14,Radical Entertainment,E,2000s,Other,2.0794415416798357,2.70805020110221
PC,2010,Racing,Electronic Arts,0.37,86.0,14,6.7,556,Criterion Games,E10+,2010s,Other,2.70805020110221,6.322565239927284
PS2,2006,Action,Midway Games,0.37,51.0,34,7.0,15,"Pipeworks Software, Inc.",E10+,2000s,Other,3.5553480614894135,2.772588722239781
PS2,2002,Sports,3DO,0.37,84.0,23,7.9,7,3DO,E,2000s,Other,3.1780538303479458,2.0794415416798357
X360,2009,Misc,Electronic Arts,0.37,66.0,19,6.4,9,EA Bright Light,E,2000s,Other,2.995732273553991,2.302585092994046
X360,2007,Role-Playing,Microsoft Game Studios,0.37,55.0,44,5.9,49,Blueside,M,2000s,Other,3.8066624897703196,3.912023005428146
PS2,2007,Action,Activision,0.37,62.0,15,8.3,19,Next Level Games,E10+,2000s,Other,2.772588722239781,2.995732273553991
PS3,2010,Fighting,Electronic Arts,0.37,77.0,47,6.9,38,EA Tiburon,T,2010s,Other,3.8712010109078907,3.6635616461296463
DS,2009,Misc,Activision,0.37,70.0,30,6.3,7,Activision,E10+,2000s,Other,3.4339872044851463,2.0794415416798357
X360,2005,Shooter,Activision,0.37,75.0,52,6.7,80,Raven Software,M,2000s,Other,3.970291913552122,4.394449154672439
PS3,2013,Sports,Electronic Arts,0.37,74.0,28,3.8,26,EA Tiburon,E,2010s,Other,3.367295829986474,3.295836866004329
PS3,2007,Sports,Electronic Arts,0.37,85.0,31,8.2,57,EA Black Box,T,2000s,Other,3.4657359027997265,4.060443010546419
PC,2011,Shooter,Bethesda Softworks,0.37,79.0,32,5.2,1618,id Software,M,2010s,Other,3.4965075614664802,7.389563953677635
GC,2004,Role-Playing,Nintendo,0.37,65.0,31,8.1,27,Noise Inc.,T,2000s,Other,3.4657359027997265,3.332204510175204
PSP,2010,Action,Ubisoft,0.37,65.0,10,7.4,14,Ubisoft Quebec,T,2010s,Other,2.3978952727983707,2.70805020110221
PS4,2016,Shooter,Take-Two Interactive,0.37,84.0,39,8.5,210,2K Games,M,2010s,Other,3.6888794541139363,5.351858133476067
3DS,2014,Misc,Square Enix,0.37,83.0,52,8.2,66,Indies Zero,T,2010s,Final Fantasy,3.970291913552122,4.204692619390966
Wii,2009,Racing,Codemasters,0.37,51.0,10,5.5,22,Codemasters,E10+,2000s,Other,2.3978952727983707,3.1354942159291497
GC,2002,Action,Nintendo,0.37,74.0,18,8.3,19,Namco,E,2000s,Other,2.9444389791664403,2.995732273553991
X360,2006,Action,Eidos Interactive,0.37,80.0,54,7.3,84,Crystal Dynamics,T,2000s,Other,4.007333185232471,4.442651256490317
PS4,2016,Sports,505 Games,0.37,85.0,50,8.7,1290,Psyonix,E,2010s,Other,3.9318256327243257,7.1631723908466425
Wii,2007,Sports,Take-Two Interactive,0.37,66.0,15,7.1,14,Blue Castle Games,E,2000s,Other,2.772588722239781,2.70805020110221
DS,2006,Platform,Vivendi Games,0.37,68.0,10,6.8,8,Amaze Entertainment,E,2000s,Other,2.3978952727983707,2.1972245773362196
PSP,2007,Racing,THQ,0.37,73.0,6,7.8,11,Juice Games,T,2000s,Other,1.9459101490553132,2.4849066497880004
X360,2011,Role-Playing,Square Enix,0.37,72.0,55,5.9,102,Obsidian Entertainment,T,2010s,Other,4.02535169073515,4.634728988229636
PS4,2016,Racing,Codemasters,0.37,85.0,46,8.1,196,Codemasters,E,2010s,Other,3.8501476017100584,5.2832037287379885
PSP,2005,Sports,Electronic Arts,0.37,73.0,23,7.4,14,EA Tiburon,E,2000s,Other,3.1780538303479458,2.70805020110221
PS2,2006,Sports,Electronic Arts,0.37,59.0,27,7.7,42,EA Canada,E,2000s,FIFA,3.332204510175204,3.7612001156935624
Wii,2009,Sports,Sega,0.37,73.0,33,7.7,21,Sumo Digital,E,2000s,Other,3.5263605246161616,3.091042453358316
Wii,2009,Action,Codemasters,0.37,68.0,30,7.9,15,Climax Group,T,2000s,Other,3.4339872044851463,2.772588722239781
DS,2007,Platform,Vivendi Games,0.37,56.0,4,2.7,6,Amaze Entertainment,E,2000s,Other,1.6094379124341003,1.9459101490553132
PSP,2007,Action,Electronic Arts,0.37,52.0,11,7.6,20,EA Games,E10+,2000s,Other,2.4849066497880004,3.044522437723423
X360,2009,Shooter,Warner Bros. Interactive Entertainment,0.37,62.0,61,7.5,26,GRIN,M,2000s,Other,4.127134385045092,3.295836866004329
PS2,2006,Role-Playing,Namco Bandai Games,0.37,81.0,34,9.0,59,Monolith Soft,T,2000s,Other,3.5553480614894135,4.0943445622221
Wii,2008,Role-Playing,Rising Star Games,0.37,79.0,34,8.5,39,Neverland,E10+,2000s,Other,3.5553480614894135,3.6888794541139363
Wii,2009,Action,Eidos Interactive,0.37,79.0,9,8.3,12,Io Interactive,E10+,2000s,Other,2.302585092994046,2.5649493574615367
DS,2008,Fighting,Takara Tomy,0.37,55.0,12,5.7,11,Takara Tomy,T,2000s,Other,2.5649493574615367,2.4849066497880004
WiiU,2012,Action,Warner Bros. Interactive Entertainment,0.37,73.0,42,7.4,109,5TH Cell,E10+,2010s,Other,3.7612001156935624,4.700480365792417
PSP,2006,Role-Playing,Activision,0.37,81.0,19,7.5,14,Vicarious Visions,T,2000s,Other,2.995732273553991,2.70805020110221
PS2,2007,Simulation,Electronic Arts,0.37,71.0,17,8.0,15,EA Redwood Shores,T,2000s,Other,2.8903717578961645,2.772588722239781
PSP,2006,Sports,Electronic Arts,0.37,75.0,16,7.9,11,EA Sports,E,2000s,Other,2.833213344056216,2.4849066497880004
Wii,2009,Role-Playing,Rising Star Games,0.36,67.0,41,8.3,63,Tri-Crescendo,T,2000s,Other,3.7376696182833684,4.1588830833596715
GC,2004,Shooter,Electronic Arts,0.36,60.0,35,6.7,14,EA LA,T,2000s,Other,3.58351893845611,2.70805020110221
PC,2011,Action,Electronic Arts,0.36,69.0,18,5.8,338,Black Box,T,2010s,Other,2.9444389791664403,5.82600010738045
PS2,2008,Fighting,Namco Bandai Games,0.36,48.0,17,7.9,37,Dimps Corporation,T,2000s,Other,2.8903717578961645,3.6375861597263857
DS,2006,Misc,Nintendo,0.36,87.0,51,8.6,105,iNiS,E10+,2000s,Other,3.9512437185814275,4.663439094112067
PS2,2001,Sports,Konami Digital Entertainment,0.36,58.0,15,7.8,14,KCEO,E,2000s,Other,2.772588722239781,2.70805020110221
PC,2014,Strategy,Take-Two Interactive,0.36,81.0,78,5.5,1027,Firaxis Games,E10+,2010s,Other,4.3694478524670215,6.93537044601511
DS,2008,Platform,Konami Digital Entertainment,0.36,85.0,46,8.7,111,Konami,T,2000s,Other,3.8501476017100584,4.718498871295094
PC,2009,Shooter,Valve Software,0.36,89.0,55,8.5,2530,Valve Software,M,2000s,Other,4.02535169073515,7.836369760545124
Wii,2010,Misc,MTV Games,0.36,76.0,12,8.8,11,Harmonix Music Systems,T,2010s,Other,2.5649493574615367,2.4849066497880004
WiiU,2016,Shooter,Nintendo,0.36,69.0,82,7.4,662,PlatinumGames,E10+,2010s,Other,4.418840607796598,6.4967749901858625
PS3,2009,Action,Konami Digital Entertainment,0.36,59.0,41,6.4,28,Zombie Studios,M,2000s,Other,3.7376696182833684,3.367295829986474
X360,2010,Action,Ubisoft,0.36,68.0,57,6.3,29,Ubisoft,T,2010s,Other,4.060443010546419,3.4011973816621555
PS2,2003,Sports,3DO,0.36,83.0,17,8.1,12,3DO,E,2000s,Other,2.8903717578961645,2.5649493574615367
PS2,2005,Action,Vivendi Games,0.36,53.0,6,6.0,8,Eurocom Entertainment Software,E,2000s,Other,1.9459101490553132,2.1972245773362196
PS2,2005,Shooter,Midway Games,0.36,50.0,24,7.0,21,Point of View,M,2000s,Other,3.2188758248682006,3.091042453358316
DS,2009,Role-Playing,Namco Bandai Games,0.36,73.0,21,7.9,24,Monolith Soft,E10+,2000s,Other,3.091042453358316,3.2188758248682006
PS3,2009,Platform,Capcom,0.36,71.0,48,7.4,62,GRIN,M,2000s,Other,3.8918202981106265,4.143134726391533
PS2,2001,Simulation,Tecmo Koei,0.36,77.0,13,8.5,23,Tecmo,E,2000s,Other,2.639057329615259,3.1780538303479458
PS2,2005,Action,THQ,0.36,60.0,12,7.1,8,Heavy Iron Studios,E10+,2000s,Other,2.5649493574615367,2.1972245773362196
PSV,2015,Role-Playing,Namco Bandai Games,0.36,70.0,4,7.1,27,"Bandai Namco Games, Artdink",T,2010s,Other,1.6094379124341003,3.332204510175204
GBA,2002,Action,Nintendo,0.36,72.0,7,9.3,18,Pax Softonica,E,2000s,Other,2.0794415416798357,2.9444389791664403
PS2,2001,Role-Playing,Sony Computer Entertainment,0.36,70.0,23,8.5,14,Zener Works,T,2000s,Other,3.1780538303479458,2.70805020110221
X360,2009,Fighting,PQube,0.36,86.0,51,8.5,70,Arc System Works,T,2000s,Other,3.9512437185814275,4.2626798770413155
PS2,2000,Sports,Sony Computer Entertainment,0.36,51.0,16,7.5,27,SCEA,E,2000s,Other,2.833213344056216,3.332204510175204
XB,2005,Action,Take-Two Interactive,0.36,84.0,27,8.7,15,Visual Concepts,E,2000s,Other,3.332204510175204,2.772588722239781
Wii,2009,Fighting,THQ,0.36,49.0,16,6.2,14,Blue Tongue Entertainment,E10+,2000s,Other,2.833213344056216,2.70805020110221
Wii,2008,Action,Disney Interactive Studios,0.36,63.0,5,7.1,12,Traveller's Tales,T,2000s,Other,1.791759469228055,2.5649493574615367
PS,2001,Racing,Activision,0.36,54.0,16,6.3,4,UDS,T,2000s,Other,2.833213344056216,1.6094379124341003
GBA,2001,Sports,Activision,0.36,58.0,7,7.5,27,Natsume,E,2000s,Other,2.0794415416798357,3.332204510175204
XB,2004,Simulation,Microsoft Game Studios,0.36,81.0,66,7.5,23,Day 1 Studios,T,2000s,Other,4.204692619390966,3.1780538303479458
PSP,2006,Role-Playing,Square Enix,0.36,80.0,39,8.4,57,TOSE,T,2000s,Other,3.6888794541139363,4.060443010546419
PS4,2015,Misc,Ubisoft,0.36,73.0,10,6.8,20,Ubisoft,E10+,2010s,Other,2.3978952727983707,3.044522437723423
XB,2003,Sports,Sega,0.36,91.0,25,8.9,45,Visual Concepts,E,2000s,Other,3.258096538021482,3.828641396489095
PS2,2004,Sports,Zoo Digital Publishing,0.36,59.0,6,8.7,32,Activision,E,2000s,Other,1.9459101490553132,3.4965075614664802
X360,2010,Action,Activision,0.36,76.0,68,7.6,96,Beenox,T,2010s,Other,4.23410650459726,4.574710978503383
Wii,2007,Action,Ubisoft,0.36,60.0,17,5.9,11,Ubisoft Montreal,E10+,2000s,Other,2.8903717578961645,2.4849066497880004
3DS,2014,Role-Playing,Nintendo,0.36,57.0,25,4.8,19,"RED Entertainment, Spike Chunsoft",E10+,2010s,Other,3.258096538021482,2.995732273553991
PS2,2003,Role-Playing,Sony Computer Entertainment,0.36,72.0,39,8.2,33,Cattle Call,T,2000s,Other,3.6888794541139363,3.5263605246161616
XOne,2016,Action,Ubisoft,0.36,83.0,9,7.7,131,Ubisoft Montreal,M,2010s,Other,2.302585092994046,4.882801922586371
PSP,2008,Sports,Electronic Arts,0.36,53.0,4,5.5,6,Exient Entertainment,E,2000s,Other,1.6094379124341003,1.9459101490553132
XB,2002,Action,Electronic Arts,0.36,77.0,13,7.2,12,Eurocom Entertainment Software,E,2000s,Other,2.639057329615259,2.5649493574615367
PS2,2001,Racing,Midway Games,0.36,45.0,23,5.3,10,Inland Productions,T,2000s,Other,3.1780538303479458,2.3978952727983707
WiiU,2012,Sports,Ubisoft,0.36,31.0,13,2.7,18,Ubisoft,E,2010s,Other,2.639057329615259,2.9444389791664403
XB,2001,Platform,TDK Mediactive,0.36,49.0,19,5.4,9,Digital Illusions,T,2000s,Other,2.995732273553991,2.302585092994046
PSV,2013,Role-Playing,Nippon Ichi Software,0.35,78.0,15,8.4,198,Vanillaware,T,2010s,Other,2.772588722239781,5.293304824724492
PSV,2012,Racing,Sony Computer Entertainment,0.35,79.0,63,8.2,191,Studio Liverpool,E10+,2010s,Other,4.1588830833596715,5.2574953720277815
DS,2005,Simulation,Nintendo,0.35,81.0,45,8.7,45,ITL,T,2000s,Other,3.828641396489095,3.828641396489095
PS3,2013,Shooter,D3Publisher,0.35,69.0,28,7.5,52,Sandlot,M,2010s,Other,3.367295829986474,3.970291913552122
PC,2014,Action,Warner Bros. Interactive Entertainment,0.35,84.0,17,8.0,1671,Monolith Productions,M,2010s,Other,2.8903717578961645,7.421775793644647
PS2,2006,Role-Playing,Konami Digital Entertainment,0.35,76.0,43,7.6,109,Konami,T,2000s,Other,3.784189633918261,4.700480365792417
X360,2013,Sports,Electronic Arts,0.35,77.0,28,6.2,26,EA Tiburon,E,2010s,Other,3.367295829986474,3.295836866004329
PS2,2004,Sports,Global Star,0.35,63.0,20,7.5,27,Hypnotix,M,2000s,Other,3.044522437723423,3.332204510175204
PSP,2008,Platform,Sony Computer Entertainment,0.35,85.0,55,8.4,44,SCE Japan Studio,E,2000s,Other,4.02535169073515,3.8066624897703196
PSP,2009,Sports,Sega,0.35,69.0,10,6.9,7,Sports Interactive,E,2000s,Other,2.3978952727983707,2.0794415416798357
GBA,2002,Action,Activision,0.35,68.0,8,7.5,27,Digital Eclipse,E,2000s,Other,2.1972245773362196,3.332204510175204
PS2,2003,Action,Ubisoft,0.35,63.0,21,8.3,14,Ubisoft Montreal,T,2000s,Other,3.091042453358316,2.70805020110221
DS,2007,Strategy,THQ,0.35,81.0,25,9.1,22,"Team 17, Two Tribes",E10+,2000s,Other,3.258096538021482,3.1354942159291497
PS3,2010,Action,Capcom,0.35,59.0,50,6.0,36,Airtight Games,T,2010s,Other,3.9318256327243257,3.6109179126442243
PS3,2009,Misc,Activision,0.35,73.0,34,7.2,9,Beenox,T,2000s,Other,3.5553480614894135,2.302585092994046
Wii,2009,Sports,Take-Two Interactive,0.35,79.0,8,6.8,16,Take-Two Interactive,E10+,2000s,Other,2.1972245773362196,2.833213344056216
PS2,2001,Fighting,Virgin Interactive,0.35,71.0,20,8.6,34,Eighting/Raizing,T,2000s,Other,3.044522437723423,3.5553480614894135
PS2,2003,Racing,THQ,0.35,56.0,13,5.3,8,Pacific Coast Power & Light,T,2000s,Other,2.639057329615259,2.1972245773362196
PS,2000,Role-Playing,Atlus,0.35,83.0,11,8.4,25,Atlus Co.,T,2000s,Other,2.4849066497880004,3.258096538021482
PS4,2016,Shooter,Deep Silver,0.35,48.0,43,3.8,212,Deep Silver Dambuster Studios,M,2010s,Other,3.784189633918261,5.3612921657094255
WiiU,2012,Action,Ubisoft,0.35,85.0,26,7.1,216,Ubisoft Quebec,M,2010s,Other,3.295836866004329,5.37989735354046
PS4,2016,Fighting,Namco Bandai Games,0.35,66.0,45,7.8,49,Spike Chunsoft,T,2010s,Other,3.828641396489095,3.912023005428146
GBA,2003,Action,THQ,0.35,39.0,13,5.8,11,Pocket Studios,E,2000s,Other,2.639057329615259,2.4849066497880004
Wii,2009,Fighting,Ubisoft,0.35,67.0,34,8.2,21,Game Arts,E10+,2000s,Other,3.5553480614894135,3.091042453358316
PSV,2013,Action,Tecmo Koei,0.35,71.0,44,8.0,136,Omega Force,T,2010s,Other,3.8066624897703196,4.919980925828125
X360,2013,Action,Deep Silver,0.35,80.0,20,8.4,440,4A Games,Unknown,2010s,Other,3.044522437723423,6.089044875446846
PC,2015,Simulation,Sega,0.35,81.0,34,6.9,97,Sega,E,2010s,Other,3.5553480614894135,4.584967478670572
PS2,2003,Action,Capcom,0.35,65.0,28,6.6,48,Cavia Inc.,M,2000s,Other,3.367295829986474,3.8918202981106265
GC,2006,Racing,Electronic Arts,0.35,75.0,12,7.8,14,EA Canada,E10+,2000s,Other,2.5649493574615367,2.70805020110221
X360,2010,Fighting,Electronic Arts,0.35,79.0,63,7.0,55,EA Tiburon,T,2010s,Other,4.1588830833596715,4.02535169073515
XB,2003,Misc,Microsoft Game Studios,0.35,49.0,12,7.5,27,WildTangent,E,2000s,Other,2.5649493574615367,3.332204510175204
PS3,2013,Shooter,Trion Worlds,0.35,59.0,21,6.9,145,Trion Worlds,M,2010s,Other,3.091042453358316,4.983606621708336
X360,2009,Shooter,Warner Bros. Interactive Entertainment,0.35,48.0,50,5.0,53,GRIN,T,2000s,Other,3.9318256327243257,3.9889840465642745
PS2,2007,Sports,Take-Two Interactive,0.35,66.0,4,7.5,27,Visual Concepts,E,2000s,Other,1.6094379124341003,3.332204510175204
PS2,2002,Fighting,Sammy Corporation,0.35,87.0,31,8.7,34,Arc System Works,T,2000s,Other,3.4657359027997265,3.5553480614894135
Wii,2007,Action,Zoo Digital Publishing,0.35,27.0,9,4.8,26,Destination Software,E10+,2000s,Other,2.302585092994046,3.295836866004329
PS2,2005,Shooter,Ubisoft,0.35,70.0,15,6.9,9,"Red Storm Entertainment, Ubisoft Montreal",M,2000s,Other,2.772588722239781,2.302585092994046
X360,2008,Racing,Capcom,0.35,68.0,20,5.6,12,Milestone S.r.l,E,2000s,Other,3.044522437723423,2.5649493574615367
XOne,2016,Action,Warner Bros. Interactive Entertainment,0.35,71.0,18,5.1,15,TT Games,E10+,2010s,Other,2.9444389791664403,2.772588722239781
PS2,2002,Sports,Acclaim Entertainment,0.35,85.0,31,8.7,14,"Z-Axis, Ltd.",T,2000s,Other,3.4657359027997265,2.70805020110221
PS4,2016,Platform,Electronic Arts,0.35,69.0,50,4.7,578,EA DICE,T,2010s,Other,3.9318256327243257,6.361302477572996
XOne,2014,Shooter,505 Games,0.35,63.0,12,6.6,68,Rebellion,M,2010s,Other,2.5649493574615367,4.23410650459726
GC,2004,Sports,Electronic Arts,0.35,81.0,30,8.0,4,EA Tiburon,E,2000s,Other,3.4339872044851463,1.6094379124341003
PS2,2003,Misc,Konami Digital Entertainment,0.35,83.0,29,9.1,17,Harmonix Music Systems,E,2000s,Other,3.4011973816621555,2.8903717578961645
PS2,2003,Shooter,Vivendi Games,0.35,81.0,28,8.9,17,Mass Media,T,2000s,Other,3.367295829986474,2.8903717578961645
PS2,2000,Role-Playing,Ubisoft,0.35,59.0,12,7.8,4,From Software,T,2000s,Other,2.5649493574615367,1.6094379124341003
PS3,2008,Shooter,Activision,0.35,60.0,30,6.4,14,"Z-Axis, Ltd.",T,2000s,Other,3.4339872044851463,2.70805020110221
PS,1999,Role-Playing,Kadokawa Shoten,0.35,86.0,12,8.9,37,Game Arts,T,1990s,Other,2.5649493574615367,3.6375861597263857
PSP,2006,Sports,Sony Computer Entertainment,0.35,83.0,30,8.5,32,SCEA San Diego Studios,E,2000s,Other,3.4339872044851463,3.4965075614664802
GC,2006,Platform,Activision,0.35,61.0,21,9.3,6,Edge of Reality,E10+,2000s,Other,3.091042453358316,1.9459101490553132
PS2,2005,Adventure,Global Star,0.35,35.0,21,4.1,28,"High Voltage Software, Backbone Entertainment",E,2000s,Other,3.091042453358316,3.367295829986474
PS4,2016,Action,Ubisoft,0.35,81.0,52,7.9,110,Nadeo,E,2010s,Other,3.970291913552122,4.709530201312334
Wii,2011,Sports,Electronic Arts,0.34,85.0,14,6.7,7,Electronic Arts,E,2010s,Other,2.70805020110221,2.0794415416798357
X360,2007,Action,Electronic Arts,0.34,69.0,48,6.3,108,EA Chicago,M,2000s,Other,3.8918202981106265,4.6913478822291435
PS2,2006,Action,Tecmo Koei,0.34,62.0,23,9.1,24,Omega Force,T,2000s,Other,3.1780538303479458,3.2188758248682006
WiiU,2013,Shooter,Activision,0.34,69.0,6,3.4,256,Treyarch,M,2010s,Call of Duty,1.9459101490553132,5.54907608489522
PS3,2011,Action,Activision,0.34,57.0,41,5.6,27,High Moon Studios,T,2010s,Other,3.7376696182833684,3.332204510175204
DC,1999,Fighting,Namco Bandai Games,0.34,98.0,24,8.8,200,Namco,T,1990s,Other,3.2188758248682006,5.303304908059076
PS,1999,Racing,Psygnosis,0.34,89.0,14,8.5,15,Psygnosis,E,1990s,Other,2.70805020110221,2.772588722239781
GBA,2004,Platform,Nintendo,0.34,66.0,12,7.5,27,Nintendo,E,2000s,Other,2.5649493574615367,3.332204510175204
DS,2007,Action,Disney Interactive Studios,0.34,66.0,14,7.5,27,Amaze Entertainment,E10+,2000s,Other,2.70805020110221,3.332204510175204
Wii,2011,Fighting,THQ,0.34,74.0,6,5.2,9,Yuke's,T,2010s,Other,1.9459101490553132,2.302585092994046
X360,2011,Fighting,THQ,0.34,75.0,64,7.2,45,THQ,T,2010s,Other,4.174387269895637,3.828641396489095
PS3,2009,Action,Eidos Interactive,0.34,73.0,37,8.7,62,Io Interactive,E10+,2000s,Other,3.6375861597263857,4.143134726391533
X360,2012,Fighting,Namco Bandai Games,0.34,83.0,35,7.5,90,Namco Bandai Games,T,2010s,Other,3.58351893845611,4.51085950651685
GBA,2002,Action,Atari,0.34,73.0,9,6.6,14,Sennari Interactive,T,2000s,Other,2.302585092994046,2.70805020110221
PS2,2003,Simulation,Tecmo Koei,0.34,77.0,21,9.1,18,Tecmo,E,2000s,Other,3.091042453358316,2.9444389791664403
DS,2009,Action,Eidos Interactive,0.34,61.0,10,5.8,4,Magic Pockets,E10+,2000s,Other,2.3978952727983707,1.6094379124341003
PS2,2004,Adventure,Disney Interactive Studios,0.34,65.0,34,8.6,20,Capcom,E10+,2000s,Other,3.5553480614894135,3.044522437723423
Wii,2007,Strategy,Nintendo,0.34,75.0,38,7.6,45,Kuju Entertainment,T,2000s,Other,3.6635616461296463,3.828641396489095
PS2,2009,Racing,Sony Computer Entertainment,0.34,72.0,10,8.3,6,Virtuos,T,2000s,Other,2.3978952727983707,1.9459101490553132
PS2,2000,Puzzle,Acclaim Entertainment,0.34,75.0,11,7.5,27,Taito Corporation,E,2000s,Other,2.4849066497880004,3.332204510175204
XB,2004,Shooter,Eidos Interactive,0.34,78.0,44,8.8,15,Io Interactive,M,2000s,Other,3.8066624897703196,2.772588722239781
X360,2010,Strategy,Square Enix,0.34,75.0,28,7.1,23,Gas Powered Games,E10+,2010s,Other,3.367295829986474,3.1780538303479458
PS2,2001,Simulation,Eidos Interactive,0.34,65.0,15,8.1,7,Core Design Ltd.,T,2000s,Other,2.772588722239781,2.0794415416798357
PS3,2010,Sports,Ubisoft,0.34,45.0,17,4.3,8,Asobo Studio,E,2010s,Other,2.8903717578961645,2.1972245773362196
PC,2013,Strategy,THQ,0.34,80.0,82,2.1,6157,Relic,M,2010s,Other,4.418840607796598,8.725507328484445
Wii,2006,Simulation,Nintendo,0.34,80.0,49,8.0,47,Atlus,T,2000s,Other,3.912023005428146,3.8712010109078907
GC,2005,Fighting,THQ,0.34,76.0,36,6.0,263,Yuke's,T,2000s,Other,3.6109179126442243,5.575949103146316
XB,2004,Simulation,Electronic Arts,0.34,70.0,28,6.5,10,Maxis,T,2000s,Other,3.367295829986474,2.3978952727983707
XOne,2014,Platform,Ubisoft,0.34,91.0,6,7.9,218,Ubisoft Montpellier,E10+,2010s,Other,1.9459101490553132,5.389071729816501
DS,2005,Action,THQ,0.34,67.0,5,7.6,10,Tantatus,E,2000s,Other,1.791759469228055,2.3978952727983707
PS3,2008,Misc,Electronic Arts,0.34,54.0,4,6.7,13,Electronic Arts,E,2000s,Other,1.6094379124341003,2.639057329615259
