Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating,Total_Rating
9,1996,10,17,0.49,0.03,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
14,1998,2,19,0.13,0.09,0.0,0.02,71.0,22.0,7.5,24.0,8,73.0
27,2014,0,26,0.58,0.34,0.0,0.09,72.0,32.0,7.3,318.0,5,72.5
21,1994,11,20,0.0,0.0,0.14,0.0,71.0,22.0,7.5,24.0,8,73.0
6,2004,3,27,0.06,0.02,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
14,1998,10,19,0.02,0.02,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
25,2008,6,23,0.28,0.02,0.0,0.02,70.0,7.0,8.3,9.0,1,76.5
12,2008,6,3,0.0,0.02,0.0,0.0,83.0,19.0,8.2,63.0,1,82.5
4,2005,1,2,0.05,0.0,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
16,2012,0,19,0.0,0.0,0.02,0.0,71.0,22.0,7.5,24.0,8,73.0
11,1996,2,19,0.0,0.0,0.04,0.0,71.0,22.0,7.5,24.0,8,73.0
14,2001,10,23,0.47,0.32,0.0,0.05,71.0,22.0,7.5,24.0,8,73.0
27,2009,9,6,0.0,0.0,0.07,0.0,71.0,22.0,7.5,24.0,8,73.0
16,2016,10,19,0.0,0.02,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
15,2002,0,3,0.2,0.16,0.0,0.05,58.0,17.0,5.7,18.0,7,57.5
25,2010,0,2,0.14,0.0,0.0,0.01,71.0,22.0,7.5,24.0,2,73.0
16,2010,4,21,0.0,0.03,0.0,0.01,71.0,22.0,7.5,24.0,8,73.0
9,2000,3,17,0.72,0.16,1.01,0.02,71.0,22.0,7.5,24.0,8,73.0
7,2005,1,19,0.09,0.02,0.0,0.0,71.0,22.0,7.5,24.0,3,73.0
6,2004,5,17,0.0,0.0,0.04,0.0,71.0,22.0,7.5,24.0,8,73.0
25,2007,10,19,0.45,0.67,0.0,0.12,52.0,15.0,6.8,4.0,1,60.0
19,2012,0,19,0.1,0.01,0.1,0.04,82.0,56.0,8.8,237.0,7,85.0
14,1996,6,19,0.65,0.44,0.0,0.08,71.0,22.0,7.5,24.0,8,73.0
16,2014,8,0,0.1,0.13,0.0,0.05,71.0,22.0,6.4,18.0,5,67.5
15,2005,0,23,0.25,0.2,0.0,0.07,68.0,44.0,8.2,56.0,5,75.0
4,2008,7,6,0.13,0.0,0.0,0.01,68.0,18.0,6.0,4.0,1,64.0
15,2004,9,25,0.03,0.02,0.0,0.01,65.0,12.0,7.5,24.0,7,70.0
12,2008,9,19,0.0,0.42,0.0,0.07,71.0,22.0,7.6,35.0,8,73.5
12,2011,8,23,0.05,0.02,0.0,0.01,75.0,29.0,6.7,273.0,5,71.0
15,2005,3,19,0.0,0.0,0.22,0.0,71.0,22.0,7.5,24.0,8,73.0
27,2006,10,2,0.03,0.0,0.0,0.0,41.0,4.0,8.0,6.0,1,60.5
12,2003,9,10,1.03,0.8,0.0,0.09,80.0,22.0,8.6,31.0,7,83.0
19,2016,1,6,0.0,0.0,0.02,0.0,71.0,22.0,7.5,24.0,8,73.0
27,2008,2,3,0.24,0.18,0.03,0.05,72.0,50.0,7.6,41.0,7,74.0
17,2016,7,22,0.11,0.21,0.0,0.06,84.0,59.0,7.6,511.0,5,80.0
4,2011,3,19,0.0,0.04,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
15,2004,4,24,0.05,0.04,0.0,0.01,70.0,20.0,8.6,18.0,1,78.0
27,2010,7,22,0.13,0.1,0.04,0.02,67.0,60.0,8.3,126.0,5,75.0
18,2009,1,19,0.0,0.0,0.01,0.0,71.0,22.0,7.5,24.0,8,73.0
18,2007,3,2,0.02,0.0,0.0,0.0,71.0,22.0,6.5,4.0,7,68.0
4,2008,7,22,0.0,0.0,0.06,0.0,71.0,22.0,7.5,24.0,8,73.0
8,1990,0,20,1.86,0.55,0.11,0.08,71.0,22.0,7.5,24.0,8,73.0
15,2002,8,19,0.24,0.19,0.0,0.06,71.0,22.0,7.5,24.0,8,73.0
15,2006,3,21,0.0,1.1,0.0,0.39,71.0,22.0,7.5,24.0,8,73.0
15,2004,11,0,0.04,0.03,0.0,0.01,75.0,31.0,8.0,9.0,7,77.5
15,2003,10,2,2.29,1.17,0.01,0.42,90.0,38.0,8.7,121.0,7,88.5
28,2003,8,10,0.76,0.36,0.0,0.05,65.0,23.0,5.8,28.0,7,61.5
12,2014,10,10,0.0,0.27,0.0,0.02,82.0,9.0,4.2,383.0,1,62.0
16,2011,4,26,0.33,0.49,0.01,0.17,87.0,43.0,8.4,238.0,2,85.5
7,2003,10,1,0.06,0.02,0.0,0.0,80.0,14.0,9.2,5.0,1,86.0
18,2009,0,23,0.24,0.09,0.0,0.07,71.0,22.0,7.5,24.0,1,73.0
14,2000,6,9,0.25,0.17,0.0,0.03,71.0,22.0,7.5,24.0,8,73.0
6,2002,0,28,0.18,0.07,0.0,0.0,63.0,6.0,7.5,24.0,1,69.0
15,2005,5,10,0.26,0.2,0.0,0.07,86.0,61.0,8.9,51.0,1,87.5
16,2013,7,22,0.9,0.35,0.25,0.24,71.0,22.0,7.5,24.0,8,73.0
15,2005,0,23,0.1,0.08,0.0,0.03,68.0,26.0,8.5,8.0,5,76.5
7,2004,4,24,0.03,0.01,0.0,0.0,69.0,11.0,7.3,8.0,1,71.0
28,2003,2,4,0.08,0.02,0.0,0.0,80.0,26.0,8.7,13.0,7,83.5
15,2006,3,19,0.0,0.0,0.02,0.0,71.0,22.0,7.5,24.0,8,73.0
4,2008,5,19,0.01,0.0,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
27,2010,9,2,0.12,0.03,0.0,0.01,70.0,26.0,6.4,31.0,7,67.0
2,2012,10,17,0.0,0.0,0.11,0.0,71.0,22.0,7.5,24.0,8,73.0
26,2014,1,19,0.03,0.05,0.0,0.01,47.0,4.0,4.9,7.0,2,48.0
25,2009,10,19,0.44,0.0,0.0,0.03,71.0,22.0,7.6,5.0,1,73.5
4,2011,3,27,0.14,0.0,0.0,0.01,71.0,22.0,7.5,24.0,8,73.0
4,2008,7,17,2.76,1.72,2.69,0.54,83.0,46.0,8.5,203.0,1,84.0
25,2008,0,29,0.46,0.47,0.0,0.11,67.0,12.0,7.0,8.0,2,68.5
4,2008,7,19,0.0,0.0,0.07,0.0,71.0,22.0,7.5,24.0,8,73.0
20,1995,5,20,0.0,0.0,0.05,0.0,71.0,22.0,7.5,24.0,8,73.0
9,2000,7,19,0.04,0.01,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
9,1999,4,19,0.17,0.04,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
18,2009,1,19,0.0,0.0,0.04,0.0,71.0,22.0,7.5,24.0,8,73.0
25,2010,3,26,0.1,0.0,0.0,0.01,71.0,22.0,7.5,24.0,1,73.0
20,1997,4,4,0.0,0.0,0.06,0.0,71.0,22.0,7.5,24.0,8,73.0
12,1992,8,19,0.02,0.0,0.0,0.0,85.0,44.0,8.2,1796.0,5,83.5
18,2013,1,19,0.0,0.0,0.02,0.0,71.0,22.0,7.5,24.0,8,73.0
27,2008,6,2,0.11,0.01,0.0,0.01,71.0,22.0,7.5,24.0,8,73.0
6,2005,5,3,0.02,0.01,0.0,0.0,62.0,10.0,7.5,6.0,1,68.5
19,2015,0,19,0.0,0.0,0.03,0.0,71.0,22.0,7.5,24.0,8,73.0
4,2012,0,29,0.39,0.24,0.0,0.06,71.0,22.0,8.0,4.0,2,75.5
6,2003,0,23,0.06,0.02,0.0,0.0,71.0,22.0,7.5,24.0,1,73.0
14,1999,4,3,0.09,0.06,0.0,0.01,71.0,22.0,7.5,24.0,8,73.0
20,1996,10,20,0.0,0.0,0.29,0.0,71.0,22.0,7.5,24.0,8,73.0
12,2008,0,24,0.01,0.79,0.0,0.07,90.0,40.0,6.6,2299.0,5,78.0
6,2002,0,2,0.03,0.01,0.0,0.0,68.0,9.0,7.5,24.0,1,71.5
15,2002,1,19,0.03,0.03,0.0,0.01,50.0,22.0,7.9,11.0,7,64.5
14,1997,7,19,0.93,0.12,1.34,0.06,83.0,12.0,8.2,190.0,7,82.5
4,2004,9,19,0.0,0.0,0.08,0.0,71.0,22.0,7.5,24.0,8,73.0
22,1991,10,19,0.0,0.0,0.2,0.0,71.0,22.0,7.5,24.0,8,73.0
4,2008,0,19,0.04,0.0,0.0,0.0,71.0,22.0,7.5,24.0,1,73.0
27,2010,10,2,0.32,0.05,0.0,0.03,71.0,22.0,7.5,24.0,1,73.0
25,2008,5,19,0.04,0.0,0.0,0.0,56.0,4.0,7.5,24.0,1,65.5
15,2006,7,19,0.0,0.0,0.01,0.0,71.0,22.0,7.5,24.0,8,73.0
12,2006,0,9,0.0,0.03,0.0,0.01,82.0,35.0,8.8,528.0,5,85.0
25,2010,4,17,3.17,1.79,1.03,0.46,87.0,77.0,8.6,368.0,1,86.5
25,2006,9,12,0.03,0.01,0.01,0.0,47.0,32.0,4.9,8.0,1,48.0
4,2008,8,6,0.07,0.0,0.0,0.01,83.0,38.0,8.1,27.0,2,82.0
14,1995,2,19,0.02,0.01,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
14,1996,10,21,0.26,0.17,0.0,0.03,71.0,22.0,7.5,24.0,8,73.0
29,2015,11,14,0.14,0.05,0.0,0.02,71.0,22.0,7.5,24.0,8,73.0
5,1996,5,17,0.0,0.0,0.23,0.0,71.0,22.0,7.5,24.0,8,73.0
4,2007,10,10,0.1,0.65,0.0,0.11,71.0,22.0,7.5,24.0,8,73.0
4,2007,9,12,0.0,0.0,0.02,0.0,71.0,22.0,7.5,24.0,8,73.0
6,2003,3,17,0.68,0.38,0.44,0.05,71.0,22.0,7.5,24.0,8,73.0
16,2011,3,0,0.05,0.02,0.0,0.01,71.0,22.0,7.5,24.0,7,73.0
19,2013,1,19,0.0,0.0,0.01,0.0,71.0,22.0,7.5,24.0,8,73.0
15,2004,0,16,0.02,0.01,0.0,0.0,48.0,9.0,8.7,7.0,7,67.5
16,2008,3,10,0.25,0.05,0.0,0.04,54.0,4.0,6.7,13.0,1,60.5
15,2007,3,21,0.07,0.05,0.0,0.02,71.0,22.0,7.5,24.0,7,73.0
25,2007,1,2,0.42,0.0,0.0,0.03,71.0,22.0,7.5,24.0,1,73.0
19,2015,0,16,0.0,0.0,0.02,0.0,71.0,22.0,7.5,24.0,8,73.0
6,2004,0,19,0.1,0.04,0.0,0.0,30.0,15.0,3.0,4.0,7,30.0
14,2002,10,12,0.0,0.0,0.12,0.01,71.0,22.0,7.5,24.0,8,73.0
15,2005,2,3,0.96,0.12,0.54,0.04,72.0,29.0,8.4,71.0,7,78.0
17,2014,1,19,0.1,0.09,0.01,0.04,71.0,22.0,7.5,24.0,8,73.0
27,2008,0,2,0.82,0.51,0.01,0.14,65.0,69.0,7.1,71.0,7,68.0
4,2010,0,10,0.2,0.08,0.0,0.02,71.0,22.0,7.5,24.0,8,73.0
16,2015,0,25,0.0,0.0,0.06,0.0,71.0,22.0,7.5,24.0,7,73.0
28,2004,8,23,0.11,0.03,0.0,0.01,71.0,35.0,8.5,4.0,5,78.0
25,2011,3,24,0.21,0.01,0.0,0.01,71.0,22.0,7.5,24.0,1,73.0
28,2003,8,23,0.09,0.03,0.0,0.0,74.0,20.0,5.8,11.0,5,66.0
28,2005,8,26,0.19,0.05,0.0,0.01,70.0,19.0,7.4,21.0,7,72.0
12,2011,0,26,0.15,0.34,0.0,0.1,88.0,24.0,8.2,1102.0,5,85.0
25,2010,3,16,0.17,0.0,0.0,0.01,53.0,12.0,7.5,24.0,1,64.0
2,2013,9,17,0.97,2.11,1.9,0.24,71.0,22.0,7.5,24.0,8,73.0
7,2002,10,10,0.04,0.01,0.0,0.0,78.0,9.0,7.7,6.0,1,77.5
12,2009,9,23,0.0,0.02,0.0,0.01,71.0,22.0,8.4,11.0,1,77.5
28,2002,10,10,0.19,0.05,0.0,0.01,64.0,17.0,7.5,24.0,1,69.5
14,1998,10,12,0.02,0.02,0.35,0.03,71.0,22.0,7.5,24.0,8,73.0
6,2002,7,19,0.18,0.07,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
14,1999,11,19,0.02,0.01,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
14,1998,9,21,0.19,0.13,0.66,0.07,83.0,6.0,7.5,24.0,1,79.0
25,2009,3,19,0.0,0.34,0.0,0.03,71.0,22.0,7.5,24.0,8,73.0
14,1996,10,19,0.21,0.15,0.0,0.03,71.0,22.0,7.5,24.0,8,73.0
6,2003,4,10,0.13,0.05,0.0,0.0,47.0,7.0,7.5,24.0,1,61.0
18,2010,1,20,0.0,0.0,0.29,0.0,71.0,22.0,7.5,24.0,8,73.0
15,2005,7,25,0.06,0.05,0.0,0.02,77.0,41.0,7.3,12.0,7,75.0
19,2014,1,19,0.0,0.0,0.02,0.0,71.0,22.0,7.5,24.0,8,73.0
29,2015,0,10,0.16,0.09,0.0,0.02,60.0,26.0,4.3,77.0,1,51.5
4,2008,11,16,0.0,0.0,0.06,0.0,71.0,22.0,7.5,24.0,8,73.0
18,2010,1,11,0.0,0.0,0.07,0.0,71.0,22.0,7.5,24.0,8,73.0
21,1993,4,20,1.0,0.36,0.09,0.05,71.0,22.0,7.5,24.0,8,73.0
16,2006,10,2,0.3,0.22,0.01,0.1,76.0,43.0,7.2,14.0,7,74.0
4,2007,3,0,0.54,0.0,0.0,0.04,71.0,22.0,7.5,24.0,8,73.0
3,1999,10,20,0.0,0.0,0.05,0.0,71.0,22.0,7.5,24.0,8,73.0
4,2007,10,16,0.0,0.0,0.1,0.0,71.0,22.0,7.5,24.0,8,73.0
4,2007,4,8,0.04,0.01,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
4,2007,0,12,0.0,0.0,0.02,0.0,71.0,22.0,7.5,24.0,8,73.0
12,2011,8,23,0.09,0.09,0.0,0.03,74.0,34.0,7.4,596.0,5,74.0
15,2004,3,16,0.0,0.0,0.2,0.0,71.0,22.0,7.5,24.0,8,73.0
12,2005,8,10,0.0,0.07,0.0,0.01,91.0,55.0,8.4,837.0,7,87.5
14,1999,3,21,0.94,0.64,0.0,0.11,71.0,22.0,7.5,24.0,8,73.0
25,2011,0,23,0.07,0.05,0.0,0.01,71.0,22.0,7.5,24.0,8,73.0
28,2004,10,30,0.12,0.03,0.0,0.01,59.0,7.0,7.5,24.0,1,67.0
16,2010,2,12,0.1,0.0,0.0,0.01,54.0,6.0,7.1,10.0,7,62.5
25,2009,6,19,0.38,0.0,0.0,0.02,71.0,22.0,7.5,24.0,1,73.0
4,2008,3,26,0.0,0.01,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
4,2008,9,26,0.63,0.35,0.0,0.1,71.0,22.0,7.5,24.0,1,73.0
16,2008,1,3,0.09,0.03,0.0,0.02,69.0,25.0,5.6,50.0,5,62.5
4,2009,3,13,0.07,0.0,0.0,0.01,71.0,22.0,7.5,24.0,7,73.0
9,1999,3,19,0.17,0.04,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
9,1998,0,19,0.11,0.03,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
17,2015,10,19,0.0,0.05,0.0,0.01,71.0,22.0,3.0,4.0,1,50.5
12,2011,0,19,0.0,0.05,0.0,0.01,71.0,22.0,7.5,24.0,8,73.0
9,1999,10,10,0.42,0.02,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
15,2008,1,19,0.0,0.0,0.02,0.0,71.0,22.0,7.5,24.0,8,73.0
16,2013,10,20,0.0,0.0,0.13,0.0,71.0,22.0,7.5,24.0,8,73.0
16,2012,2,25,0.0,0.0,0.3,0.0,49.0,19.0,7.0,19.0,5,59.5
4,2008,1,19,0.04,0.0,0.0,0.0,43.0,4.0,7.5,24.0,1,59.0
4,2005,2,10,0.08,0.0,0.0,0.01,34.0,6.0,6.5,16.0,2,49.5
19,2015,0,19,0.02,0.01,0.05,0.01,71.0,22.0,7.5,24.0,8,73.0
15,2008,1,19,0.0,0.0,0.02,0.0,71.0,22.0,7.5,24.0,8,73.0
25,2007,2,19,0.0,0.0,0.01,0.0,71.0,22.0,7.5,24.0,8,73.0
20,1997,7,20,0.0,0.0,0.42,0.0,71.0,22.0,7.5,24.0,8,73.0
12,2005,8,2,0.0,0.05,0.0,0.01,86.0,64.0,8.4,626.0,7,85.0
28,2005,11,7,0.11,0.03,0.0,0.01,78.0,55.0,7.5,23.0,5,76.5
25,2008,10,20,0.45,0.01,0.0,0.04,59.0,29.0,6.3,9.0,1,61.0
4,2008,3,26,0.1,0.0,0.0,0.01,71.0,22.0,7.5,24.0,8,73.0
15,2010,3,19,0.0,0.0,0.02,0.0,71.0,22.0,7.5,24.0,8,73.0
18,2006,2,16,0.0,0.0,0.06,0.0,71.0,22.0,7.5,24.0,8,73.0
25,2008,6,19,0.06,0.0,0.0,0.0,40.0,4.0,7.5,24.0,1,57.5
15,2003,7,19,0.09,0.07,0.0,0.02,77.0,16.0,8.5,17.0,7,81.0
16,2012,1,19,0.0,0.0,0.04,0.0,71.0,22.0,7.5,24.0,8,73.0
16,2010,0,4,0.17,0.04,0.4,0.02,61.0,37.0,7.9,29.0,7,70.0
9,2000,6,17,0.37,0.08,0.14,0.01,71.0,22.0,7.5,24.0,8,73.0
18,2006,0,16,0.0,0.0,0.12,0.0,71.0,22.0,7.5,24.0,8,73.0
0,1982,6,3,1.1,0.07,0.0,0.01,71.0,22.0,7.5,24.0,8,73.0
20,1995,3,20,0.0,0.0,0.04,0.0,71.0,22.0,7.5,24.0,8,73.0
27,2006,0,9,0.27,0.07,0.01,0.03,80.0,54.0,7.3,84.0,7,76.5
6,2005,1,2,0.06,0.02,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
14,2002,2,16,0.0,0.0,0.56,0.04,71.0,22.0,7.5,24.0,8,73.0
4,2010,7,17,0.5,0.16,0.58,0.05,68.0,25.0,8.2,25.0,1,75.0
28,2005,8,2,0.66,0.4,0.0,0.05,78.0,46.0,5.1,27.0,7,64.5
28,2004,3,19,0.37,0.11,0.0,0.02,66.0,7.0,7.5,24.0,1,70.5
4,2008,6,19,0.0,0.02,0.0,0.0,73.0,6.0,7.5,24.0,1,74.0
16,2008,10,10,0.46,0.0,0.02,0.04,75.0,32.0,7.8,15.0,1,76.5
4,2012,0,8,0.0,0.01,0.0,0.0,71.0,22.0,7.5,24.0,2,73.0
15,2004,6,19,0.03,0.02,0.0,0.01,54.0,4.0,7.5,24.0,7,64.5
12,2011,11,19,0.0,0.03,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
16,2008,8,10,0.74,0.26,0.02,0.15,74.0,43.0,7.3,118.0,5,73.5
16,2007,8,9,0.29,0.32,0.01,0.13,71.0,22.0,7.5,24.0,8,73.0
16,2008,6,5,0.31,0.56,0.03,0.2,87.0,39.0,8.1,109.0,1,84.0
18,2009,0,6,0.13,0.19,0.0,0.11,71.0,22.0,7.5,24.0,2,73.0
18,2007,10,10,0.01,0.0,0.0,0.0,71.0,14.0,7.5,24.0,1,73.0
4,2009,9,10,0.23,0.0,0.0,0.02,71.0,22.0,7.5,24.0,1,73.0
25,2008,10,10,0.5,0.03,0.0,0.04,70.0,37.0,8.4,25.0,1,77.0
4,2008,9,26,0.08,0.0,0.0,0.01,48.0,6.0,7.1,7.0,7,59.5
27,2006,8,14,3.54,1.88,0.07,0.6,94.0,88.0,8.3,2295.0,5,88.5
15,2002,7,19,0.04,0.03,0.0,0.01,74.0,24.0,7.5,12.0,1,74.5
15,2007,3,21,0.11,0.09,0.0,0.03,71.0,22.0,7.5,24.0,8,73.0
12,2006,11,10,0.01,0.01,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
14,2001,7,19,0.03,0.02,0.0,0.0,62.0,9.0,8.7,26.0,1,74.5
16,2013,1,21,0.52,0.8,0.06,0.26,70.0,98.0,8.1,2652.0,5,75.5
17,2014,10,24,0.39,0.57,0.0,0.19,62.0,44.0,5.1,164.0,7,56.5
25,2007,9,0,1.41,1.12,0.05,0.3,61.0,37.0,5.3,23.0,1,57.0
29,2016,10,10,0.2,0.01,0.0,0.03,77.0,23.0,4.0,38.0,2,58.5
16,2008,6,10,1.01,0.62,0.02,0.29,87.0,55.0,7.7,455.0,2,82.0
9,1999,10,15,0.47,0.11,0.0,0.01,71.0,22.0,7.5,24.0,8,73.0
12,2010,0,4,0.1,0.02,0.0,0.01,78.0,17.0,6.3,211.0,5,70.5
15,2003,10,15,0.09,0.07,0.0,0.02,79.0,23.0,8.9,13.0,1,84.0
27,2013,0,29,1.24,0.79,0.0,0.19,80.0,37.0,7.6,127.0,2,78.0
5,1998,5,17,1.06,0.6,0.2,0.07,71.0,22.0,7.5,24.0,8,73.0
15,2008,3,26,0.01,0.01,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
27,2011,3,19,0.0,0.02,0.0,0.0,71.0,22.0,7.5,24.0,7,73.0
18,2006,3,19,0.0,0.0,0.04,0.0,71.0,22.0,7.5,24.0,8,73.0
15,2003,10,20,0.08,0.06,0.0,0.02,83.0,14.0,8.5,8.0,1,84.0
2,2015,0,2,0.05,0.06,0.0,0.01,71.0,22.0,7.5,24.0,2,73.0
15,2002,10,21,0.08,0.07,0.0,0.02,73.0,15.0,7.4,10.0,1,73.5
18,2011,3,27,0.0,0.0,0.03,0.0,71.0,22.0,7.5,24.0,8,73.0
26,2012,0,25,0.04,0.02,0.02,0.01,64.0,18.0,7.4,31.0,7,69.0
15,2005,2,16,0.93,1.94,0.31,0.7,88.0,62.0,8.6,229.0,7,87.0
12,2004,6,19,0.0,0.03,0.0,0.01,71.0,22.0,7.5,24.0,8,73.0
28,2005,4,15,0.02,0.01,0.0,0.0,56.0,6.0,7.7,6.0,1,66.5
2,2011,3,4,0.0,0.0,0.05,0.0,71.0,22.0,7.5,24.0,8,73.0
14,1999,2,19,0.25,0.17,0.0,0.03,71.0,22.0,7.5,24.0,8,73.0
15,2002,7,26,0.14,0.11,0.0,0.04,71.0,19.0,8.6,31.0,7,78.5
4,2006,5,20,0.0,0.0,0.28,0.0,71.0,22.0,7.5,24.0,8,73.0
19,2013,3,18,0.09,0.05,0.15,0.04,80.0,55.0,8.1,235.0,5,80.5
16,2008,8,4,0.31,0.17,0.07,0.08,67.0,34.0,7.0,36.0,7,68.5
18,2009,6,21,0.16,0.57,0.0,0.29,79.0,58.0,8.8,39.0,7,83.5
15,2008,3,19,0.02,0.01,0.0,0.0,71.0,22.0,7.5,24.0,7,73.0
25,2010,9,0,0.33,0.12,0.0,0.04,71.0,22.0,7.5,24.0,1,73.0
6,2001,10,19,0.03,0.01,0.0,0.0,69.0,5.0,7.5,24.0,1,72.0
6,2005,0,17,0.08,0.03,0.0,0.0,56.0,22.0,7.5,24.0,1,65.5
16,2013,0,26,1.33,1.68,0.13,0.57,88.0,36.0,8.1,840.0,5,84.5
7,2005,6,2,0.04,0.01,0.0,0.0,54.0,4.0,7.5,24.0,7,64.5
29,2016,3,26,0.03,0.0,0.0,0.0,75.0,5.0,8.0,6.0,2,77.5
15,2002,8,19,0.04,0.03,0.0,0.01,57.0,12.0,6.8,5.0,7,62.5
25,2010,0,8,0.46,0.16,0.0,0.05,71.0,22.0,7.5,24.0,8,73.0
15,2006,0,2,0.2,0.16,0.0,0.05,52.0,44.0,7.5,20.0,7,63.5
14,1996,6,19,0.14,0.1,0.0,0.02,93.0,8.0,8.7,20.0,8,90.0
18,2007,10,12,0.0,0.0,0.09,0.0,71.0,22.0,7.5,24.0,8,73.0
18,2005,5,19,0.17,0.24,0.0,0.14,75.0,39.0,6.6,21.0,1,70.5
4,2007,0,12,0.0,0.0,0.02,0.0,71.0,22.0,7.5,24.0,8,73.0
12,2011,9,26,0.0,0.04,0.0,0.01,60.0,13.0,7.1,114.0,7,65.5
15,2004,7,21,0.28,0.22,0.0,0.07,71.0,22.0,7.5,24.0,8,73.0
4,2007,5,17,0.9,1.76,0.92,0.37,84.0,65.0,8.8,72.0,2,86.0
25,2014,1,19,0.04,0.13,0.0,0.01,71.0,22.0,7.5,24.0,2,73.0
19,2012,10,12,0.0,0.0,0.06,0.0,71.0,22.0,7.5,24.0,8,73.0
15,2007,10,12,0.05,0.0,0.64,2.93,82.0,10.0,7.9,38.0,1,80.5
9,1999,10,17,0.23,0.06,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
14,1996,10,19,0.0,0.0,0.01,0.0,71.0,22.0,7.5,24.0,8,73.0
16,2013,7,25,0.06,0.03,0.1,0.02,71.0,22.0,7.5,24.0,8,73.0
12,2015,0,19,0.0,0.01,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
25,2008,4,28,0.35,0.05,0.0,0.03,70.0,13.0,6.6,16.0,2,68.0
19,2016,0,25,0.0,0.0,0.01,0.0,71.0,22.0,7.5,24.0,8,73.0
25,2008,7,19,0.12,0.0,0.0,0.01,73.0,11.0,8.3,17.0,2,78.0
17,2016,0,19,0.0,0.0,0.11,0.0,71.0,22.0,7.5,24.0,7,73.0
4,2006,4,17,0.0,0.0,0.17,0.0,71.0,22.0,7.5,24.0,8,73.0
25,2011,0,13,0.08,0.0,0.0,0.01,71.0,22.0,6.3,4.0,7,67.0
4,2008,7,20,0.09,0.0,0.13,0.01,63.0,20.0,7.9,18.0,7,71.0
16,2013,6,7,0.02,0.01,0.0,0.01,13.0,4.0,1.0,218.0,5,11.5
4,2006,8,3,0.0,0.0,0.07,0.0,71.0,22.0,7.5,24.0,8,73.0
4,2009,9,0,0.04,0.0,0.0,0.0,71.0,22.0,7.5,24.0,1,73.0
20,1995,3,20,0.0,0.0,0.08,0.0,71.0,22.0,7.5,24.0,8,73.0
28,2003,0,3,0.72,0.43,0.01,0.04,65.0,33.0,7.1,75.0,7,68.0
15,2005,0,28,0.1,0.07,0.0,0.03,47.0,14.0,8.8,76.0,5,67.5
25,2010,11,22,0.0,0.0,0.32,0.0,71.0,22.0,7.5,24.0,8,73.0
4,2007,10,30,0.01,0.0,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
14,1997,6,21,4.02,3.87,2.54,0.52,96.0,16.0,8.7,138.0,1,91.5
18,2009,10,21,0.07,0.0,0.0,0.01,69.0,13.0,3.0,13.0,1,49.5
28,2002,6,10,0.2,0.06,0.0,0.01,84.0,13.0,7.5,24.0,1,79.5
7,2004,4,17,0.84,0.22,0.24,0.04,80.0,49.0,8.3,30.0,2,81.5
4,2008,4,20,0.0,0.0,0.09,0.0,71.0,22.0,7.5,24.0,8,73.0
6,2004,10,10,0.06,0.02,0.0,0.0,75.0,4.0,7.8,5.0,1,76.5
27,2012,3,26,0.9,0.19,0.0,0.09,77.0,23.0,7.7,36.0,2,77.0
14,1996,10,19,0.99,0.13,0.1,0.04,71.0,22.0,7.5,24.0,8,73.0
7,2005,2,16,0.05,0.01,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
25,2007,4,23,0.4,0.0,0.0,0.03,60.0,4.0,6.0,8.0,1,60.0
28,2001,8,24,0.98,0.19,0.0,0.05,89.0,24.0,8.3,61.0,5,86.0
2,2016,0,16,0.0,0.0,0.03,0.0,71.0,22.0,7.5,24.0,8,73.0
0,1982,4,3,1.01,0.06,0.0,0.01,71.0,22.0,7.5,24.0,8,73.0
3,1998,2,20,0.0,0.0,0.37,0.0,71.0,22.0,7.5,24.0,8,73.0
15,2003,2,3,0.0,0.0,0.32,0.0,71.0,22.0,7.5,24.0,8,73.0
15,2004,0,4,0.01,0.01,0.0,0.0,55.0,30.0,7.5,24.0,7,65.0
