Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating,Total_Rating
28,2002,10,2,0.21,0.06,0.0,0.01,58.0,22.0,8.0,4.0,7,69.0
18,2011,7,19,0.0,0.0,0.02,0.0,71.0,22.0,7.5,24.0,8,73.0
12,2013,8,24,0.29,0.3,0.0,0.07,94.0,68.0,8.5,7322.0,5,89.5
18,2006,7,22,0.17,0.01,0.16,0.02,80.0,39.0,8.4,57.0,7,82.0
4,2007,7,19,0.0,0.0,0.02,0.0,71.0,22.0,7.5,24.0,8,73.0
15,2002,2,19,0.42,0.33,0.0,0.11,74.0,14.0,8.4,11.0,7,79.0
4,2005,0,12,0.0,0.03,0.1,0.0,71.0,22.0,7.5,24.0,8,73.0
20,1994,10,20,0.0,0.0,0.02,0.0,71.0,22.0,7.5,24.0,8,73.0
5,1992,5,17,0.56,0.22,0.43,0.03,71.0,22.0,7.5,24.0,8,73.0
9,1997,10,10,0.81,0.04,0.0,0.01,71.0,22.0,7.5,24.0,8,73.0
12,2016,9,19,0.03,0.58,0.0,0.04,64.0,5.0,8.0,20.0,1,72.0
15,2002,10,12,0.13,0.1,0.0,0.03,44.0,14.0,6.7,9.0,7,55.5
4,2011,3,17,0.0,0.0,0.06,0.0,71.0,22.0,7.5,24.0,8,73.0
6,2004,10,3,0.04,0.02,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
27,2013,3,26,0.09,0.01,0.0,0.01,71.0,22.0,7.5,24.0,8,73.0
19,2014,7,19,0.03,0.01,0.02,0.01,63.0,12.0,7.0,16.0,7,66.5
6,2001,11,19,0.0,0.0,0.35,0.01,71.0,22.0,7.5,24.0,8,73.0
4,2011,9,2,0.26,0.0,0.0,0.02,71.0,22.0,7.5,24.0,1,73.0
4,2010,4,2,0.18,0.1,0.0,0.03,71.0,22.0,7.5,24.0,8,73.0
29,2016,0,26,0.0,0.01,0.0,0.0,71.0,22.0,6.8,8.0,7,69.5
25,2009,3,29,0.41,0.22,0.0,0.06,70.0,15.0,6.8,6.0,2,69.0
15,2000,2,19,0.05,0.04,0.38,0.01,75.0,15.0,8.0,10.0,7,77.5
27,2011,1,19,0.01,0.02,0.0,0.0,83.0,5.0,7.7,88.0,8,80.0
16,2007,8,5,0.17,0.01,0.0,0.02,60.0,34.0,7.1,52.0,5,65.5
18,2011,1,11,0.0,0.0,0.04,0.0,71.0,22.0,7.5,24.0,8,73.0
4,2007,3,26,0.73,0.01,0.0,0.06,57.0,8.0,7.0,15.0,2,63.5
18,2006,3,20,0.0,0.0,0.07,0.0,71.0,22.0,7.5,24.0,8,73.0
25,2011,8,2,0.12,0.0,0.0,0.01,71.0,22.0,7.5,24.0,7,73.0
15,2003,2,16,0.0,0.0,0.32,0.0,71.0,22.0,7.5,24.0,8,73.0
18,2005,10,10,0.1,0.0,0.0,0.01,77.0,17.0,7.7,20.0,1,77.0
27,2012,7,10,0.55,0.24,0.01,0.07,80.0,71.0,7.7,446.0,5,78.5
17,2016,0,19,0.02,0.02,0.0,0.01,66.0,39.0,7.0,31.0,7,68.0
18,2010,1,11,0.0,0.0,0.01,0.0,71.0,22.0,7.5,24.0,8,73.0
14,1999,0,19,0.47,0.32,0.0,0.06,71.0,22.0,7.5,24.0,8,73.0
2,2014,1,19,0.0,0.0,0.04,0.0,71.0,22.0,7.5,24.0,8,73.0
17,2014,1,19,0.12,0.25,0.02,0.07,71.0,22.0,7.5,24.0,8,73.0
4,2007,3,20,0.0,0.0,0.04,0.0,71.0,22.0,7.5,24.0,8,73.0
12,1992,1,19,0.02,0.77,0.0,0.0,71.0,22.0,7.5,24.0,7,73.0
15,2002,10,10,0.43,0.33,0.0,0.11,65.0,17.0,7.5,24.0,1,70.0
27,2015,10,12,0.04,0.05,0.0,0.01,71.0,22.0,7.0,34.0,1,70.5
17,2014,0,22,0.0,0.07,0.0,0.01,74.0,40.0,6.7,128.0,7,70.5
16,2012,1,19,0.0,0.0,0.11,0.0,71.0,22.0,7.5,24.0,8,73.0
19,2015,4,2,0.01,0.0,0.0,0.0,71.0,22.0,5.1,7.0,1,61.0
7,2004,0,26,0.06,0.02,0.0,0.0,78.0,25.0,8.0,11.0,7,79.0
9,1999,0,17,0.62,0.18,0.65,0.02,71.0,22.0,7.5,24.0,8,73.0
18,2007,10,0,0.19,0.0,0.0,0.02,71.0,22.0,7.3,4.0,1,72.0
9,1997,2,19,0.08,0.02,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
15,2003,10,12,0.0,0.0,0.2,0.0,71.0,22.0,7.5,24.0,8,73.0
27,2011,7,4,0.0,0.0,0.03,0.0,71.0,22.0,7.5,24.0,8,73.0
15,2000,5,21,0.0,0.0,0.04,0.0,71.0,22.0,7.5,24.0,8,73.0
19,2011,2,4,0.17,0.08,0.0,0.04,80.0,48.0,7.7,93.0,7,78.5
21,1994,7,20,0.0,0.0,0.06,0.0,71.0,22.0,7.5,24.0,8,73.0
14,2001,2,16,0.01,0.01,0.0,0.0,64.0,5.0,8.8,71.0,1,76.0
15,2002,10,3,1.06,0.08,0.0,0.18,93.0,20.0,7.4,25.0,1,83.5
29,2015,10,10,0.89,2.12,0.0,0.24,84.0,45.0,4.4,459.0,1,64.0
12,2012,3,7,0.0,0.02,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
15,2006,9,26,0.18,0.14,0.0,0.05,71.0,22.0,7.5,24.0,1,73.0
15,2000,9,12,0.0,0.0,0.15,0.0,71.0,22.0,7.5,24.0,8,73.0
17,2016,8,19,0.02,0.0,0.0,0.0,67.0,8.0,7.5,24.0,2,71.0
25,2010,3,26,1.52,0.54,0.0,0.18,71.0,22.0,7.5,24.0,1,73.0
25,2010,3,19,0.0,0.0,0.09,0.0,71.0,22.0,7.5,24.0,8,73.0
15,2001,10,1,0.27,0.21,0.0,0.07,77.0,16.0,7.6,8.0,1,76.5
27,2007,11,10,0.35,0.04,0.0,0.03,71.0,22.0,7.5,24.0,8,73.0
27,2009,6,5,0.32,0.39,0.0,0.09,87.0,65.0,8.2,110.0,7,84.5
4,2006,3,19,0.0,0.0,0.04,0.0,71.0,22.0,7.5,24.0,8,73.0
15,2008,4,24,0.06,0.05,0.0,0.02,71.0,22.0,7.5,24.0,1,73.0
16,2014,1,16,0.05,0.03,0.0,0.02,59.0,11.0,6.3,4.0,2,61.0
6,2004,1,17,0.37,0.14,0.17,0.01,73.0,8.0,7.5,39.0,1,74.0
6,2002,5,13,0.04,0.01,0.0,0.0,70.0,8.0,7.5,24.0,1,72.5
12,2016,6,19,0.0,0.01,0.0,0.0,78.0,4.0,7.9,14.0,1,78.5
14,1999,3,2,0.17,0.12,0.0,0.02,71.0,22.0,7.5,24.0,8,73.0
15,2005,0,24,0.04,0.03,0.0,0.01,78.0,46.0,8.9,58.0,5,83.5
14,2000,9,12,0.02,0.02,0.0,0.0,74.0,7.0,8.3,13.0,1,78.5
16,2008,8,6,0.23,0.16,0.01,0.07,72.0,47.0,7.6,70.0,5,74.0
15,2005,11,25,0.04,0.03,0.0,0.01,71.0,13.0,8.5,10.0,7,78.0
15,2000,9,16,0.16,0.13,0.36,0.04,58.0,16.0,8.1,49.0,7,69.5
12,2010,5,19,0.0,0.02,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
18,2005,0,19,0.01,0.0,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
15,2004,7,19,0.63,0.49,0.0,0.16,85.0,51.0,8.4,57.0,7,84.5
4,2008,7,19,0.0,0.0,0.07,0.0,71.0,22.0,7.5,24.0,8,73.0
16,2008,0,20,0.22,0.02,0.0,0.02,55.0,26.0,6.8,20.0,7,61.5
22,1995,0,19,0.04,0.01,0.3,0.0,71.0,22.0,7.5,24.0,8,73.0
18,2012,0,19,0.0,0.0,0.04,0.0,71.0,22.0,7.5,24.0,8,73.0
28,2004,8,26,0.86,0.45,0.0,0.06,80.0,53.0,8.9,58.0,7,84.5
7,2003,4,19,0.01,0.0,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
4,2009,3,19,0.29,0.0,0.0,0.02,71.0,22.0,7.5,24.0,8,73.0
4,2011,1,16,0.0,0.0,0.06,0.0,71.0,22.0,7.5,24.0,8,73.0
7,2003,6,19,0.01,0.0,0.0,0.0,63.0,8.0,7.5,24.0,1,69.0
4,2009,0,2,0.15,0.03,0.0,0.02,55.0,8.0,8.1,8.0,2,68.0
16,2009,0,20,0.21,0.2,0.62,0.08,79.0,77.0,8.1,165.0,5,80.0
16,2007,0,10,0.25,0.02,0.0,0.03,71.0,22.0,7.5,24.0,8,73.0
16,2009,3,19,0.11,0.0,0.0,0.01,71.0,22.0,7.5,24.0,7,73.0
14,2002,0,24,0.0,0.0,0.02,0.0,71.0,22.0,7.2,6.0,1,71.5
4,2007,10,3,0.06,0.0,0.0,0.0,71.0,22.0,7.5,24.0,1,73.0
12,2016,0,26,0.04,0.11,0.0,0.01,74.0,18.0,4.8,368.0,5,61.0
4,2008,7,19,0.06,0.0,0.02,0.0,76.0,25.0,8.6,23.0,7,81.0
4,2011,3,2,0.1,0.02,0.0,0.01,71.0,22.0,7.5,24.0,8,73.0
9,1999,0,19,0.18,0.04,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
15,2009,2,26,0.11,0.08,0.0,0.03,71.0,22.0,8.4,12.0,2,77.5
25,2008,0,19,0.0,0.0,0.01,0.0,71.0,22.0,7.5,24.0,8,73.0
18,2005,3,21,0.0,0.0,0.02,0.0,71.0,22.0,7.5,24.0,8,73.0
4,2010,4,19,0.02,0.0,0.0,0.0,63.0,4.0,7.5,24.0,2,69.0
25,2009,0,13,0.17,0.13,0.0,0.03,54.0,8.0,7.5,24.0,2,64.5
29,2015,7,16,0.69,0.5,0.0,0.11,91.0,13.0,9.2,3963.0,5,91.5
4,2010,6,23,0.17,0.08,0.0,0.02,71.0,22.0,7.5,24.0,1,73.0
12,2011,0,12,0.0,0.07,0.0,0.02,77.0,13.0,6.4,88.0,8,70.5
15,2002,10,12,0.02,0.01,0.0,0.0,59.0,13.0,7.5,24.0,1,67.0
16,2008,10,12,0.11,1.33,0.4,0.26,71.0,22.0,7.5,24.0,8,73.0
14,1998,2,10,0.68,0.46,0.0,0.08,71.0,22.0,7.5,24.0,8,73.0
2,2015,7,19,0.12,0.01,0.1,0.02,67.0,31.0,7.1,54.0,2,69.0
25,2011,0,23,0.19,0.01,0.0,0.01,71.0,22.0,7.5,24.0,2,73.0
25,2010,4,8,2.04,0.63,0.12,0.22,73.0,78.0,7.0,131.0,1,71.5
16,2007,0,8,0.17,0.41,0.0,0.15,55.0,24.0,6.9,19.0,7,62.0
18,2011,1,19,0.0,0.0,0.02,0.0,71.0,22.0,7.5,24.0,8,73.0
15,2008,3,23,0.08,0.06,0.0,0.02,71.0,22.0,7.5,24.0,8,73.0
18,2005,6,12,0.03,0.0,0.0,0.0,41.0,31.0,7.5,24.0,1,58.0
14,2001,0,19,0.02,0.02,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
7,2003,6,23,0.13,0.03,0.0,0.0,59.0,5.0,7.0,5.0,1,64.5
27,2010,3,7,0.0,0.08,0.0,0.01,71.0,22.0,7.5,24.0,8,73.0
10,1987,7,19,0.15,0.0,2.41,0.0,71.0,22.0,7.5,24.0,8,73.0
14,2001,0,4,0.14,0.1,0.16,0.03,65.0,14.0,6.8,44.0,1,66.5
4,2010,1,19,0.06,0.11,0.0,0.02,71.0,22.0,7.5,24.0,2,73.0
7,2002,10,15,0.11,0.03,0.0,0.0,72.0,11.0,7.5,24.0,1,73.5
16,2012,6,20,0.08,0.3,0.01,0.09,71.0,22.0,7.5,24.0,8,73.0
7,2002,2,15,0.31,0.08,0.0,0.01,81.0,20.0,8.7,43.0,5,84.0
14,1997,10,10,0.59,0.4,0.0,0.07,71.0,22.0,7.5,24.0,8,73.0
15,2008,1,19,0.0,0.0,0.02,0.0,71.0,22.0,7.5,24.0,8,73.0
25,2011,10,24,0.14,0.0,0.0,0.01,71.0,22.0,7.5,24.0,1,73.0
14,2000,2,10,0.23,0.15,0.0,0.03,84.0,11.0,8.5,6.0,7,84.5
16,2009,9,26,0.12,0.02,0.0,0.02,62.0,34.0,7.0,16.0,7,66.0
3,2000,2,19,0.0,0.0,0.14,0.0,71.0,22.0,7.5,24.0,8,73.0
4,2006,0,8,0.23,0.0,0.0,0.02,71.0,22.0,7.5,24.0,8,73.0
16,2011,8,20,0.15,0.16,0.0,0.06,71.0,22.0,7.5,24.0,8,73.0
4,2010,3,6,0.0,0.0,0.02,0.0,71.0,22.0,7.5,24.0,8,73.0
4,2007,3,12,0.01,0.0,0.02,0.0,76.0,29.0,7.5,24.0,2,75.5
12,2012,10,24,0.04,0.0,0.0,0.0,71.0,22.0,5.7,15.0,1,64.0
19,2013,0,8,0.01,0.0,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
12,2011,5,27,0.01,0.0,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
4,2009,2,19,0.0,0.0,0.06,0.0,71.0,22.0,7.5,24.0,8,73.0
6,2002,3,20,0.05,0.02,0.0,0.0,79.0,20.0,7.5,24.0,7,77.0
12,2004,8,3,0.0,0.01,0.0,0.0,93.0,48.0,8.9,537.0,5,91.0
2,2014,0,29,0.1,0.12,0.0,0.02,71.0,22.0,7.5,24.0,8,73.0
28,2002,8,20,0.16,0.05,0.04,0.01,90.0,41.0,8.5,64.0,7,87.5
16,2015,0,16,0.0,0.0,0.02,0.0,71.0,22.0,7.5,24.0,8,73.0
19,2016,1,6,0.0,0.0,0.02,0.0,71.0,22.0,7.5,24.0,8,73.0
27,2011,0,6,0.12,0.0,0.0,0.01,71.0,22.0,6.5,4.0,1,68.0
4,2010,1,19,0.08,0.03,0.0,0.01,55.0,4.0,7.5,24.0,7,65.0
15,2003,0,12,0.35,0.27,0.0,0.09,85.0,41.0,8.8,315.0,5,86.5
28,2004,0,10,0.14,0.04,0.0,0.01,67.0,23.0,8.8,10.0,1,77.5
27,2014,7,10,0.36,0.12,0.0,0.05,71.0,22.0,5.1,235.0,5,61.0
9,1998,10,1,0.59,0.02,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
15,2001,0,9,0.27,0.21,0.0,0.07,80.0,22.0,8.5,35.0,5,82.5
16,2014,4,21,0.2,0.33,0.01,0.1,71.0,22.0,7.2,64.0,1,71.5
15,2008,10,2,0.09,0.07,0.0,0.02,71.0,22.0,7.5,24.0,1,73.0
6,2004,3,12,0.4,0.15,0.0,0.01,71.0,22.0,7.5,24.0,8,73.0
25,2009,9,12,0.17,0.0,0.0,0.01,71.0,22.0,7.5,24.0,1,73.0
14,1999,2,4,0.43,0.3,0.0,0.05,71.0,22.0,7.5,24.0,8,73.0
16,2009,10,2,0.38,0.14,0.0,0.07,44.0,29.0,2.1,31.0,2,32.5
27,2008,0,2,0.36,0.02,0.0,0.03,68.0,57.0,8.6,87.0,7,77.0
15,2005,0,4,0.03,0.03,0.0,0.01,67.0,33.0,8.8,44.0,5,77.5
27,2007,6,10,0.26,0.0,0.0,0.02,59.0,29.0,5.2,30.0,1,55.5
27,2008,10,20,0.15,0.38,0.0,0.07,71.0,22.0,7.5,24.0,8,73.0
15,2004,0,23,0.22,0.17,0.0,0.06,71.0,22.0,7.5,24.0,8,73.0
14,1997,5,19,0.0,0.0,1.07,0.07,71.0,22.0,7.5,24.0,8,73.0
6,2003,4,23,0.04,0.01,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
12,2015,11,19,0.0,0.05,0.0,0.0,63.0,11.0,5.4,52.0,7,58.5
14,2002,0,10,0.75,1.09,0.02,0.12,71.0,22.0,8.5,33.0,1,78.0
15,2006,10,10,1.07,0.04,0.02,0.17,63.0,12.0,6.0,39.0,1,61.5
15,2002,6,2,0.06,0.05,0.0,0.02,73.0,19.0,7.5,24.0,1,74.0
28,2004,6,5,0.03,0.01,0.0,0.0,71.0,22.0,8.3,6.0,7,77.0
27,2008,11,24,0.58,0.17,0.0,0.07,84.0,55.0,7.8,171.0,2,81.0
15,2008,3,19,0.0,0.0,0.03,0.0,71.0,22.0,7.5,24.0,8,73.0
4,2007,7,19,0.05,0.0,0.0,0.0,60.0,10.0,7.5,24.0,2,67.5
28,2004,3,3,0.07,0.02,0.0,0.0,58.0,10.0,8.0,4.0,7,69.0
18,2008,0,2,0.12,0.02,0.0,0.02,71.0,22.0,7.5,24.0,8,73.0
16,2011,0,19,0.0,0.0,0.09,0.0,71.0,22.0,7.5,24.0,8,73.0
27,2013,0,7,0.17,0.15,0.0,0.03,80.0,20.0,8.4,440.0,8,82.0
25,2010,10,27,0.03,0.0,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
15,2005,0,24,0.43,0.34,0.0,0.11,84.0,23.0,8.3,13.0,1,83.5
3,2000,8,20,0.0,0.0,0.05,0.0,83.0,12.0,7.8,12.0,5,80.5
18,2009,2,16,0.0,0.0,0.41,0.0,71.0,22.0,7.5,24.0,8,73.0
15,2001,10,25,0.02,0.02,0.0,0.01,58.0,13.0,6.3,7.0,1,60.5
4,2008,7,22,0.22,0.02,0.16,0.02,74.0,35.0,6.8,12.0,7,71.0
14,2000,0,26,0.11,0.07,0.0,0.01,71.0,22.0,7.5,24.0,8,73.0
14,1999,8,21,2.03,0.72,0.02,0.11,71.0,22.0,7.5,24.0,8,73.0
7,2002,2,26,0.06,0.02,0.0,0.0,67.0,8.0,7.5,24.0,7,71.0
28,2005,0,2,0.21,0.06,0.0,0.01,60.0,43.0,7.8,17.0,5,69.0
14,1995,3,21,0.0,0.0,0.1,0.01,71.0,22.0,7.5,24.0,8,73.0
17,2016,0,19,0.63,0.76,0.03,0.27,71.0,94.0,4.5,5096.0,7,58.0
22,1993,3,19,0.0,0.0,0.06,0.0,71.0,22.0,7.5,24.0,8,73.0
16,2009,2,16,0.37,0.19,0.11,0.1,57.0,26.0,7.2,58.0,7,64.5
16,2012,6,2,0.07,0.0,0.0,0.01,76.0,4.0,4.5,15.0,1,60.5
16,2009,4,29,0.09,0.01,0.0,0.01,53.0,8.0,4.8,4.0,2,50.5
27,2011,3,26,0.1,0.0,0.0,0.01,71.0,22.0,7.5,24.0,1,73.0
6,2002,0,4,0.0,0.0,0.14,0.0,71.0,22.0,7.5,24.0,8,73.0
15,2009,1,11,0.0,0.0,0.04,0.0,71.0,22.0,7.5,24.0,8,73.0
6,2002,4,3,0.07,0.02,0.0,0.0,51.0,11.0,7.5,24.0,1,63.0
18,2011,1,19,0.0,0.0,0.04,0.0,71.0,22.0,7.5,24.0,8,73.0
6,2001,1,12,0.13,0.05,0.0,0.0,57.0,6.0,7.5,24.0,1,66.0
16,2010,0,12,0.1,0.04,0.04,0.02,72.0,38.0,7.3,38.0,5,72.5
16,2007,6,19,0.0,0.0,0.03,0.0,71.0,22.0,7.5,24.0,8,73.0
14,1998,7,19,0.94,0.07,1.05,0.04,81.0,17.0,8.9,89.0,5,85.0
4,2007,0,20,0.0,0.0,0.11,0.0,71.0,22.0,7.5,24.0,8,73.0
27,2007,9,12,0.3,0.0,0.0,0.02,74.0,26.0,8.8,5.0,2,81.0
15,2001,10,26,0.02,0.01,0.0,0.0,61.0,11.0,7.9,7.0,1,70.0
2,2015,5,17,0.06,0.07,0.34,0.01,71.0,22.0,7.5,24.0,8,73.0
25,2009,3,2,0.92,0.48,0.0,0.15,89.0,25.0,6.9,49.0,7,79.0
4,2008,3,6,0.0,0.0,0.02,0.0,71.0,22.0,7.5,24.0,8,73.0
27,2008,0,24,6.76,3.07,0.14,1.03,98.0,86.0,7.9,2951.0,5,88.5
28,2004,11,12,0.23,0.07,0.0,0.01,71.0,22.0,7.5,24.0,8,73.0
18,2006,8,21,0.44,0.27,0.0,0.18,77.0,56.0,8.3,80.0,7,80.0
15,2008,1,19,0.0,0.0,0.01,0.0,71.0,22.0,7.5,24.0,8,73.0
6,2004,3,27,0.11,0.04,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
7,2002,6,19,0.06,0.02,0.0,0.0,55.0,12.0,7.5,24.0,7,65.0
15,2005,10,10,1.44,0.15,0.0,0.05,71.0,22.0,7.5,24.0,8,73.0
0,1981,0,19,0.63,0.03,0.0,0.01,71.0,22.0,7.5,24.0,8,73.0
15,2001,3,12,1.16,0.91,0.0,0.3,71.0,22.0,7.5,24.0,8,73.0
14,1997,8,19,0.34,0.23,0.0,0.04,71.0,22.0,7.5,24.0,8,73.0
15,2005,0,4,0.03,0.03,0.18,0.01,64.0,27.0,7.4,12.0,7,69.0
4,2009,3,19,0.26,0.09,0.0,0.03,71.0,22.0,7.5,24.0,1,73.0
4,2008,9,10,0.8,0.59,0.01,0.16,58.0,9.0,7.5,24.0,1,66.5
18,2012,0,19,0.0,0.0,0.01,0.0,71.0,22.0,7.5,24.0,8,73.0
19,2014,3,19,0.0,0.0,0.03,0.0,71.0,22.0,7.5,24.0,8,73.0
2,2013,3,16,0.0,0.0,0.19,0.0,71.0,22.0,7.5,24.0,8,73.0
28,2004,7,14,1.99,0.58,0.0,0.09,85.0,87.0,8.5,268.0,5,85.0
15,2006,10,15,0.23,0.18,0.0,0.06,69.0,19.0,8.5,8.0,1,77.0
2,2012,0,27,0.0,0.0,0.11,0.0,71.0,22.0,7.5,24.0,8,73.0
25,2014,3,26,0.99,0.85,0.0,0.17,71.0,22.0,8.4,5.0,2,77.5
4,2009,0,2,0.33,0.13,0.0,0.05,47.0,8.0,7.5,24.0,1,61.0
14,2000,0,19,0.34,0.49,0.28,0.1,86.0,13.0,9.0,91.0,5,88.0
18,2006,0,3,0.05,0.0,0.0,0.01,78.0,36.0,7.8,8.0,1,78.0
15,2002,1,1,0.08,0.06,0.0,0.02,68.0,24.0,7.6,8.0,5,72.0
7,2002,0,19,0.08,0.02,0.0,0.0,49.0,7.0,7.5,24.0,7,62.0
15,2002,2,4,0.31,0.24,0.13,0.08,71.0,22.0,7.5,24.0,8,73.0
9,1997,5,19,0.5,0.2,0.31,0.03,71.0,22.0,7.5,24.0,8,73.0
27,2010,3,14,0.05,0.11,0.0,0.02,69.0,10.0,7.5,24.0,7,72.0
12,2010,0,19,0.03,0.0,0.0,0.0,59.0,14.0,5.8,162.0,7,58.5
27,2008,0,26,0.71,0.69,0.02,0.18,85.0,75.0,6.7,288.0,5,76.0
7,2004,8,2,0.31,0.08,0.0,0.01,74.0,31.0,8.9,13.0,7,81.5
15,2001,0,21,0.23,0.18,0.0,0.06,90.0,59.0,8.8,328.0,7,89.0
19,2014,7,18,0.03,0.01,0.02,0.02,72.0,28.0,8.3,35.0,7,77.5
4,2006,7,19,0.0,0.0,0.02,0.0,71.0,22.0,7.5,24.0,8,73.0
18,2007,8,2,0.52,1.02,0.0,0.59,64.0,45.0,7.5,30.0,7,69.5
27,2015,8,10,0.17,0.09,0.0,0.03,71.0,22.0,4.1,65.0,5,56.0
4,2008,3,19,0.08,0.0,0.0,0.01,48.0,15.0,5.3,8.0,1,50.5
4,2009,0,10,0.11,0.01,0.0,0.01,47.0,16.0,7.5,4.0,2,61.0
15,2007,10,24,0.25,0.19,0.0,0.06,71.0,4.0,4.8,4.0,1,59.5
19,2012,0,29,0.07,0.07,0.0,0.03,64.0,19.0,6.8,21.0,2,66.0
15,2003,10,25,0.0,0.0,0.09,0.0,71.0,22.0,7.5,24.0,8,73.0
27,2013,8,4,0.07,0.03,0.01,0.01,58.0,43.0,5.8,142.0,7,58.0
0,1983,0,3,0.72,0.04,0.0,0.01,71.0,22.0,7.5,24.0,8,73.0
15,2003,8,19,0.07,0.06,0.0,0.02,35.0,15.0,5.0,23.0,5,42.5
4,2008,0,9,0.1,0.0,0.0,0.01,71.0,22.0,7.5,24.0,2,73.0
7,2003,9,10,0.43,0.2,0.0,0.03,81.0,30.0,9.0,15.0,7,85.5
27,2007,0,25,0.15,0.06,0.06,0.02,60.0,42.0,7.4,22.0,7,67.0
25,2008,3,19,0.41,0.03,0.0,0.04,82.0,16.0,8.8,36.0,2,85.0
16,2016,0,25,0.0,0.0,0.06,0.0,71.0,22.0,7.5,24.0,8,73.0
4,2007,3,19,0.0,0.0,0.02,0.0,71.0,22.0,7.5,24.0,8,73.0
15,2003,10,19,0.18,0.14,0.0,0.05,83.0,17.0,8.1,12.0,1,82.0
28,2003,11,20,0.04,0.01,0.0,0.0,69.0,20.0,8.4,10.0,7,76.5
27,2007,9,3,0.69,0.04,0.22,0.06,80.0,54.0,7.9,101.0,7,79.5
14,1999,11,19,0.0,0.0,0.21,0.01,71.0,22.0,7.5,24.0,8,73.0
4,2008,9,19,0.09,0.0,0.0,0.01,71.0,22.0,7.5,24.0,1,73.0
12,2009,5,19,0.0,0.04,0.0,0.01,71.0,22.0,7.4,19.0,1,72.5
27,2006,10,24,0.28,0.38,0.0,0.08,81.0,75.0,7.8,69.0,1,79.5
27,2012,6,2,0.09,0.0,0.0,0.01,72.0,7.0,3.4,27.0,1,53.0
27,2014,1,19,0.01,0.0,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
17,2014,6,26,0.35,1.08,0.03,0.26,61.0,60.0,5.4,575.0,7,57.5
17,2016,10,24,1.25,0.27,0.02,0.34,88.0,47.0,6.7,162.0,1,77.5
19,2015,1,19,0.0,0.0,0.02,0.0,71.0,22.0,7.5,24.0,8,73.0
25,2008,10,23,0.13,0.0,0.0,0.01,71.0,22.0,7.5,24.0,8,73.0
18,2012,2,19,0.0,0.0,0.01,0.0,71.0,22.0,7.5,24.0,8,73.0
25,2008,1,19,0.15,0.0,0.0,0.01,37.0,4.0,3.5,8.0,2,36.0
16,2013,0,12,0.45,0.37,0.44,0.16,80.0,61.0,7.9,746.0,5,79.5
18,2005,7,4,0.24,0.03,1.03,0.04,71.0,34.0,8.6,78.0,7,78.5
15,2010,10,24,0.11,0.09,0.0,0.03,71.0,22.0,7.5,24.0,1,73.0
25,2009,0,23,0.22,0.28,0.0,0.06,62.0,6.0,8.0,4.0,2,71.0
18,2009,0,19,0.0,0.0,0.04,0.0,71.0,22.0,7.5,24.0,8,73.0
18,2007,0,24,0.23,0.01,0.0,0.02,81.0,36.0,7.8,21.0,5,79.5
4,2008,1,19,0.0,0.0,0.03,0.0,71.0,22.0,7.5,24.0,8,73.0
18,2007,6,7,0.02,0.0,0.0,0.0,58.0,7.0,5.3,6.0,7,55.5
7,2004,0,2,0.65,0.17,0.0,0.02,80.0,41.0,8.8,30.0,7,84.0
14,1994,9,19,0.1,0.07,0.0,0.01,71.0,22.0,7.5,24.0,8,73.0
29,2016,7,19,0.41,0.27,0.0,0.07,71.0,22.0,7.5,24.0,8,73.0
25,2007,3,17,3.74,2.24,1.58,0.7,62.0,41.0,6.3,190.0,1,62.5
29,2013,3,26,0.3,0.11,0.0,0.04,71.0,6.0,7.0,58.0,2,70.5
6,2004,8,19,0.02,0.01,0.0,0.0,51.0,9.0,7.2,10.0,5,61.5
18,2006,0,25,0.0,0.0,0.04,0.0,71.0,22.0,7.5,24.0,8,73.0
2,2011,0,16,0.0,0.0,0.3,0.0,46.0,20.0,7.3,14.0,8,59.5
6,2001,4,19,0.02,0.01,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
6,2001,5,26,0.03,0.01,0.0,0.0,77.0,9.0,7.5,24.0,1,76.0
27,2010,11,19,0.09,0.0,0.0,0.01,71.0,22.0,6.8,17.0,7,69.5
9,1997,6,19,0.32,0.07,0.0,0.0,71.0,22.0,7.5,24.0,8,73.0
19,2015,0,27,0.0,0.0,0.01,0.0,71.0,22.0,7.5,24.0,8,73.0
10,1988,7,16,0.0,0.0,1.25,0.0,71.0,22.0,7.5,24.0,8,73.0
15,2009,1,19,0.0,0.0,0.03,0.0,71.0,22.0,7.5,24.0,8,73.0
